file_path,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,seed,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,target,foil,choices,combination_order,choices_in_order,round,condition,trial_counter,target_location,trial_kind,correct,old_subject_id
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,54,840401,0.0-42.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,724,"<button class=""jspsych-btn""><img src=""stimuli/darkgreenblue.png"" style=""width: 200px;height: 200px;""></button>",0,darkgreenblue,neonyellow,"[""darkgreenblue"",""neonyellow"",""low nameability""]",left-right,"[""darkgreenblue"",""neonyellow"",""low nameability""]",1,low nameability,9,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,58,842378,0.0-45.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,681,"<button class=""jspsych-btn""><img src=""stimuli/brown.png"" style=""width: 200px;height: 200px;""></button>",0,brown,red,"[""brown"",""red"",""high nameability""]",left-right,"[""brown"",""red"",""high nameability""]",1,high nameability,10,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,66,851523,0.0-52.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,766,"<button class=""jspsych-btn""><img src=""stimuli/yellow.png"" style=""width: 200px;height: 200px;""></button>",1,yellow,orange,"[""yellow"",""orange"",""high nameability""]",right-left,"[""orange"",""yellow""]",2,high nameability,11,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,70,854015,0.0-55.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,1149,"<button class=""jspsych-btn""><img src=""stimuli/purple.png"" style=""width: 200px;height: 200px;""></button>",0,purple,orange,"[""purple"",""orange"",""high nameability""]",left-right,"[""purple"",""orange"",""high nameability""]",2,high nameability,12,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,74,856169,0.0-58.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,904,"<button class=""jspsych-btn""><img src=""stimuli/brown.png"" style=""width: 200px;height: 200px;""></button>",0,brown,purple,"[""brown"",""purple"",""high nameability""]",left-right,"[""brown"",""purple"",""high nameability""]",2,high nameability,13,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,78,858168,0.0-61.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,631,"<button class=""jspsych-btn""><img src=""stimuli/mustard.png"" style=""width: 200px;height: 200px;""></button>",0,mustard,lightred,"[""mustard"",""lightred"",""low nameability""]",left-right,"[""mustard"",""lightred"",""low nameability""]",2,low nameability,14,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,82,860239,0.0-64.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,635,"<button class=""jspsych-btn""><img src=""stimuli/lightred.png"" style=""width: 200px;height: 200px;""></button>",0,lightred,turquoise,"[""lightred"",""turquoise"",""low nameability""]",left-right,"[""lightred"",""turquoise"",""low nameability""]",2,low nameability,15,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,86,862223,0.0-67.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,683,"<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>",1,neonyellow,lightred,"[""neonyellow"",""lightred"",""low nameability""]",right-left,"[""lightred"",""neonyellow""]",2,low nameability,16,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,90,864391,0.0-70.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,709,"<button class=""jspsych-btn""><img src=""stimuli/turquoise.png"" style=""width: 200px;height: 200px;""></button>",1,turquoise,darkgreenblue,"[""turquoise"",""darkgreenblue"",""low nameability""]",right-left,"[""darkgreenblue"",""turquoise""]",2,low nameability,17,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,94,866471,0.0-73.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,715,"<button class=""jspsych-btn""><img src=""stimuli/yellow.png"" style=""width: 200px;height: 200px;""></button>",1,yellow,blue,"[""yellow"",""blue"",""high nameability""]",right-left,"[""blue"",""yellow""]",2,high nameability,18,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,98,868454,0.0-76.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,632,"<button class=""jspsych-btn""><img src=""stimuli/red.png"" style=""width: 200px;height: 200px;""></button>",0,red,orange,"[""red"",""orange"",""high nameability""]",left-right,"[""red"",""orange"",""high nameability""]",2,high nameability,19,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,102,870385,0.0-79.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,647,"<button class=""jspsych-btn""><img src=""stimuli/orange.png"" style=""width: 200px;height: 200px;""></button>",1,orange,yellow,"[""orange"",""yellow"",""high nameability""]",right-left,"[""yellow"",""orange""]",2,high nameability,20,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,110,877381,0.0-86.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,745,"<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>",1,neonyellow,mustard,"[""neonyellow"",""mustard"",""low nameability""]",right-left,"[""mustard"",""neonyellow""]",3,low nameability,21,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,114,879201,0.0-89.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,568,"<button class=""jspsych-btn""><img src=""stimuli/yellow.png"" style=""width: 200px;height: 200px;""></button>",0,yellow,purple,"[""yellow"",""purple"",""high nameability""]",left-right,"[""yellow"",""purple"",""high nameability""]",3,high nameability,22,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,118,881102,0.0-92.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,600,"<button class=""jspsych-btn""><img src=""stimuli/darkgreenblue.png"" style=""width: 200px;height: 200px;""></button>",0,darkgreenblue,lightred,"[""darkgreenblue"",""lightred"",""low nameability""]",left-right,"[""darkgreenblue"",""lightred"",""low nameability""]",3,low nameability,23,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,122,883042,0.0-95.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,648,"<button class=""jspsych-btn""><img src=""stimuli/lightred.png"" style=""width: 200px;height: 200px;""></button>",0,lightred,neonyellow,"[""lightred"",""neonyellow"",""low nameability""]",left-right,"[""lightred"",""neonyellow"",""low nameability""]",3,low nameability,24,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,126,884847,0.0-98.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,560,"<button class=""jspsych-btn""><img src=""stimuli/turquoise.png"" style=""width: 200px;height: 200px;""></button>",0,turquoise,mustard,"[""turquoise"",""mustard"",""low nameability""]",left-right,"[""turquoise"",""mustard"",""low nameability""]",3,low nameability,25,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,130,886917,0.0-101.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,804,"<button class=""jspsych-btn""><img src=""stimuli/turquoise.png"" style=""width: 200px;height: 200px;""></button>",1,turquoise,lightred,"[""turquoise"",""lightred"",""low nameability""]",right-left,"[""lightred"",""turquoise""]",3,low nameability,26,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,134,888890,0.0-104.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,686,"<button class=""jspsych-btn""><img src=""stimuli/purple.png"" style=""width: 200px;height: 200px;""></button>",1,purple,red,"[""purple"",""red"",""high nameability""]",right-left,"[""red"",""purple""]",3,high nameability,27,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,138,892088,0.0-107.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,1926,"<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>",1,blue,brown,"[""blue"",""brown"",""high nameability""]",right-left,"[""brown"",""blue""]",3,high nameability,28,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,142,894216,0.0-110.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,707,"<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>",1,blue,yellow,"[""blue"",""yellow"",""high nameability""]",right-left,"[""yellow"",""blue""]",3,high nameability,29,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,146,896211,0.0-113.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,707,"<button class=""jspsych-btn""><img src=""stimuli/orange.png"" style=""width: 200px;height: 200px;""></button>",1,orange,red,"[""orange"",""red"",""high nameability""]",right-left,"[""red"",""orange""]",3,high nameability,30,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,154,900273,0.0-120.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,669,"<button class=""jspsych-btn""><img src=""stimuli/pink.png"" style=""width: 200px;height: 200px;""></button>",1,pink,neonyellow,"[""pink"",""neonyellow"",""low nameability""]",right-left,"[""neonyellow"",""pink""]",4,low nameability,31,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,158,902101,0.0-123.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,629,"<button class=""jspsych-btn""><img src=""stimuli/red.png"" style=""width: 200px;height: 200px;""></button>",0,red,yellow,"[""red"",""yellow"",""high nameability""]",left-right,"[""red"",""yellow"",""high nameability""]",4,high nameability,32,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,162,904077,0.0-126.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,715,"<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>",1,neonyellow,darkgreenblue,"[""neonyellow"",""darkgreenblue"",""low nameability""]",right-left,"[""darkgreenblue"",""neonyellow""]",4,low nameability,33,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,166,906027,0.0-129.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,658,"<button class=""jspsych-btn""><img src=""stimuli/pink.png"" style=""width: 200px;height: 200px;""></button>",1,pink,mustard,"[""pink"",""mustard"",""low nameability""]",right-left,"[""mustard"",""pink""]",4,low nameability,34,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,170,908010,0.0-132.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,648,"<button class=""jspsych-btn""><img src=""stimuli/orange.png"" style=""width: 200px;height: 200px;""></button>",1,orange,purple,"[""orange"",""purple"",""high nameability""]",right-left,"[""purple"",""orange""]",4,high nameability,35,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,174,909926,0.0-135.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,641,"<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>",0,blue,orange,"[""blue"",""orange"",""high nameability""]",left-right,"[""blue"",""orange"",""high nameability""]",4,high nameability,36,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,178,911922,0.0-138.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,619,"<button class=""jspsych-btn""><img src=""stimuli/orange.png"" style=""width: 200px;height: 200px;""></button>",0,orange,brown,"[""orange"",""brown"",""high nameability""]",left-right,"[""orange"",""brown"",""high nameability""]",4,high nameability,37,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,182,913770,0.0-141.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,647,"<button class=""jspsych-btn""><img src=""stimuli/red.png"" style=""width: 200px;height: 200px;""></button>",0,red,brown,"[""red"",""brown"",""high nameability""]",left-right,"[""red"",""brown"",""high nameability""]",4,high nameability,38,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,186,915710,0.0-144.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,702,"<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>",1,blue,red,"[""blue"",""red"",""high nameability""]",right-left,"[""red"",""blue""]",4,high nameability,39,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,190,917695,0.0-147.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,657,"<button class=""jspsych-btn""><img src=""stimuli/darkgreenblue.png"" style=""width: 200px;height: 200px;""></button>",0,darkgreenblue,turquoise,"[""darkgreenblue"",""turquoise"",""low nameability""]",left-right,"[""darkgreenblue"",""turquoise"",""low nameability""]",4,low nameability,40,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,198,922537,0.0-154.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,1254,"<button class=""jspsych-btn""><img src=""stimuli/lightred.png"" style=""width: 200px;height: 200px;""></button>",0,lightred,mustard,"[""lightred"",""mustard"",""low nameability""]",left-right,"[""lightred"",""mustard"",""low nameability""]",5,low nameability,41,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,202,924726,0.0-157.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,691,"<button class=""jspsych-btn""><img src=""stimuli/red.png"" style=""width: 200px;height: 200px;""></button>",1,red,blue,"[""red"",""blue"",""high nameability""]",right-left,"[""blue"",""red""]",5,high nameability,42,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,206,926890,0.0-160.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,746,"<button class=""jspsych-btn""><img src=""stimuli/yellow.png"" style=""width: 200px;height: 200px;""></button>",1,yellow,brown,"[""yellow"",""brown"",""high nameability""]",right-left,"[""brown"",""yellow""]",5,high nameability,43,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,210,928835,0.0-163.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,608,"<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>",0,blue,purple,"[""blue"",""purple"",""high nameability""]",left-right,"[""blue"",""purple"",""high nameability""]",5,high nameability,44,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,214,930940,0.0-166.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,740,"<button class=""jspsych-btn""><img src=""stimuli/brown.png"" style=""width: 200px;height: 200px;""></button>",1,brown,yellow,"[""brown"",""yellow"",""high nameability""]",right-left,"[""yellow"",""brown""]",5,high nameability,45,right,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,218,932925,0.0-169.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,731,"<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>",0,neonyellow,pink,"[""neonyellow"",""pink"",""low nameability""]",left-right,"[""neonyellow"",""pink"",""low nameability""]",5,low nameability,46,left,response,1,CAN_101
/Users/martincz/Documents/Madison/Sapirlab/colorRuleKid/norming/v1/analysis/../data/raw_data/adults/color-rule-kid-norming_CAN_101_FINAL_SESSION_2023-03-06_12h01.16.859.csv,html-button-response,222,934791,0.0-172.0-0.0,CAN_101,101,NA,NA,NA,NA,NA,586,"<button class=""jspsych-btn""><img src=""stimuli/mustard.png"" style=""width: 200px;height: 200px;""></button>",0,mustard,turquoise,"[""mustard"",""turquoise"",""low nameability""]",left-right,"[""mustard"",""turquoise"",""low nameability""]",5,low nameability,47,left,response,1,CAN_101
